comparison,tracklet_key,source_frame_index,frame_token,left_iou,right_iou,iou_delta_left_minus_right,left_center_error,right_center_error,center_error_delta_left_minus_right,center_error_gain_left_over_right,left_empty_fallback,right_empty_fallback,left_path_center_gap,right_path_center_gap
true:fixed,8ce4fe54af77467d90c840465f69677f,0,274b134fb2324486ae253eb6e24f900d,1.0000000000000582,1.0000000000000582,0.0,0.0,0.0,0.0,0.0,False,False,,
true:fixed,8ce4fe54af77467d90c840465f69677f,1,a977b0e797694036a9c40ab80f9d0ebc,0.9833062903637779,0.9833062903637779,0.0,0.01920937271231659,0.01920937271231659,0.0,0.0,True,True,,
true:fixed,8ce4fe54af77467d90c840465f69677f,2,bfbb3ba599ea450181210aa6000bad7f,0.966242600221573,0.966242600221573,0.0,0.03894868418832327,0.03894868418832327,0.0,0.0,True,True,,
true:fixed,8ce4fe54af77467d90c840465f69677f,4,5b954ca864914a37aaaf0879249ace6a,0.9348811092979189,0.9348811092979189,0.0,0.07736278174934802,0.07736278174934802,0.0,0.0,True,True,,
true:fixed,8ce4fe54af77467d90c840465f69677f,8,f6bf5986ca8a49c082c0e4d892de767c,0.8751226479166554,0.8751226479166554,0.0,0.15539948519858146,0.15539948519858146,0.0,0.0,True,True,,
true:fixed,8ce4fe54af77467d90c840465f69677f,9,69e5c0a974344a2b89e9e351a5b79461,0.8610614214077082,0.8610614214077082,0.0,0.1746081326857042,0.1746081326857042,0.0,0.0,True,True,,
true:fixed,8ce4fe54af77467d90c840465f69677f,10,519f1a02f21d43699ca1ada7ffd38726,0.8369798525785174,0.8369798525785174,0.0,0.2144277828632849,0.2144277828632849,0.0,0.0,False,False,,
true:fixed,8ce4fe54af77467d90c840465f69677f,12,ee7d01fd902d4185a54112e1f1210e41,0.796818534331782,0.796818534331782,0.0,0.2827510598504883,0.2827510598504883,0.0,0.0,False,False,,
true:fixed,8ce4fe54af77467d90c840465f69677f,16,13055b928600455db08cf9ae57d8d4c7,0.7374874777736562,0.7374874777736562,0.0,0.3843492320375516,0.3843492320375516,0.0,0.0,False,False,,
true:fixed,8ce4fe54af77467d90c840465f69677f,17,220b431fd37e436f98aa1c868eee5828,0.718643298190802,0.718643298190802,0.0,0.42176425087276215,0.42176425087276215,0.0,0.0,False,False,,
true:fixed,8ce4fe54af77467d90c840465f69677f,18,4abbc508bffb4f9b957a8ad2457db2e2,0.6990034093630814,0.6990034093630814,0.0,0.462994727091604,0.462994727091604,0.0,0.0,False,False,,
true:fixed,8ce4fe54af77467d90c840465f69677f,20,9f35db3dd17c41e4875c2f54bd71fc29,0.6705171627364709,0.6705171627364709,0.0,0.5210961259687376,0.5210961259687376,0.0,0.0,False,False,,
true:fixed,8ce4fe54af77467d90c840465f69677f,24,d364275322c4483fbf86df22f0e7a315,0.6670429765901552,0.6670429765901552,0.0,0.5272318949648913,0.5272318949648913,0.0,0.0,False,False,,
true:fixed,8ce4fe54af77467d90c840465f69677f,25,c98b06812964464093b23c3734532d06,0.5975797444354207,0.6117801812202275,-0.014200436784806758,0.5461621547599059,0.5156814810052271,0.030480673754678778,-0.030480673754678778,False,False,,
