comparison,tracklet_key,source_frame_index,frame_token,left_iou,right_iou,iou_delta_left_minus_right,left_center_error,right_center_error,center_error_delta_left_minus_right,center_error_gain_left_over_right,left_empty_fallback,right_empty_fallback,left_path_center_gap,right_path_center_gap
M2:A1,8ce4fe54af77467d90c840465f69677f,0,274b134fb2324486ae253eb6e24f900d,1.0000000000000582,1.0000000000000582,0.0,0.0,0.0,0.0,0.0,False,False,,
M2:A1,8ce4fe54af77467d90c840465f69677f,1,a977b0e797694036a9c40ab80f9d0ebc,0.9833062903637779,0.9833062903637779,0.0,0.01920937271231659,0.01920937271231659,0.0,0.0,True,True,,
M2:A1,8ce4fe54af77467d90c840465f69677f,2,bfbb3ba599ea450181210aa6000bad7f,0.966242600221573,0.966242600221573,0.0,0.03894868418832327,0.03894868418832327,0.0,0.0,True,True,,
M2:A1,8ce4fe54af77467d90c840465f69677f,4,5b954ca864914a37aaaf0879249ace6a,0.9348811092979189,0.9348811092979189,0.0,0.07736278174934802,0.07736278174934802,0.0,0.0,True,True,,
M2:A1,8ce4fe54af77467d90c840465f69677f,8,f6bf5986ca8a49c082c0e4d892de767c,0.8751226479166554,0.8751226479166554,0.0,0.15539948519858146,0.15539948519858146,0.0,0.0,True,True,,
M2:A1,8ce4fe54af77467d90c840465f69677f,9,69e5c0a974344a2b89e9e351a5b79461,0.8610614214077082,0.8610614214077082,0.0,0.1746081326857042,0.1746081326857042,0.0,0.0,True,True,,
M2:A1,8ce4fe54af77467d90c840465f69677f,10,519f1a02f21d43699ca1ada7ffd38726,0.8369798525785174,0.8545329402765357,-0.017553087698018333,0.2144277828632849,0.1759367958227435,0.03849098704054141,-0.03849098704054141,False,False,,
M2:A1,8ce4fe54af77467d90c840465f69677f,12,ee7d01fd902d4185a54112e1f1210e41,0.796818534331782,0.7596375370253146,0.0371809973064674,0.2827510598504883,0.346355139269752,-0.06360407941926366,0.06360407941926366,False,False,,
M2:A1,8ce4fe54af77467d90c840465f69677f,16,13055b928600455db08cf9ae57d8d4c7,0.7374874777736562,0.7284372430724806,0.009050234701175608,0.3843492320375516,0.37348198624352924,0.010867245794022373,-0.010867245794022373,False,False,,
M2:A1,8ce4fe54af77467d90c840465f69677f,17,220b431fd37e436f98aa1c868eee5828,0.718643298190802,0.7144747910117769,0.0041685071790250605,0.42176425087276215,0.39592422960540913,0.02584002126735302,-0.02584002126735302,False,False,,
M2:A1,8ce4fe54af77467d90c840465f69677f,18,4abbc508bffb4f9b957a8ad2457db2e2,0.6990034093630814,0.7028427005001817,-0.0038392911371003535,0.462994727091604,0.4092776338210976,0.05371709327050639,-0.05371709327050639,False,False,,
M2:A1,8ce4fe54af77467d90c840465f69677f,20,9f35db3dd17c41e4875c2f54bd71fc29,0.6705171627364709,0.6806479016499819,-0.010130738913511017,0.5210961259687376,0.4401024642852457,0.08099366168349187,-0.08099366168349187,False,False,,
M2:A1,8ce4fe54af77467d90c840465f69677f,24,d364275322c4483fbf86df22f0e7a315,0.6670429765901552,0.6869995203872126,-0.019956543797057358,0.5272318949648913,0.42475192608053686,0.10247996888435446,-0.10247996888435446,False,False,,
M2:A1,8ce4fe54af77467d90c840465f69677f,25,c98b06812964464093b23c3734532d06,0.5975797444354207,0.6515377812471621,-0.05395803681174138,0.5461621547599059,0.4479845644496229,0.098177590310283,-0.098177590310283,False,False,,
M2:A1,8ce4fe54af77467d90c840465f69677f,26,12f431b160be4858a51cced6955c37bd,0.6034001803885937,0.6759169988563896,-0.0725168184677959,0.5259795593165616,0.39160596312203655,0.13437359619452505,-0.13437359619452505,False,False,,
M2:A1,f4af7fd215ee47aa8b64bac0443d7be8,0,12c5d6c3dc424561b9192b76b45af6fd,0.9999999999999081,0.9999999999999081,0.0,0.0,0.0,0.0,0.0,False,False,,
M2:A1,f4af7fd215ee47aa8b64bac0443d7be8,1,882819f68f5e4be698694e673c71c6ab,0.9738879372108777,0.9706070648143796,0.0032808723964981024,0.02184360786026693,0.03454260044671738,-0.012698992586450446,0.012698992586450446,False,False,,
M2:A1,f4af7fd215ee47aa8b64bac0443d7be8,2,f6bf5986ca8a49c082c0e4d892de767c,0.9326477664541986,0.9621876854316944,-0.02953991897749586,0.0830133891167433,0.04040409716985457,0.042609291946888735,-0.042609291946888735,False,False,,
M2:A1,f4af7fd215ee47aa8b64bac0443d7be8,4,519f1a02f21d43699ca1ada7ffd38726,0.9029650756993,0.9311405377462443,-0.028175462046944322,0.1414359402746971,0.10241241704519807,0.039023523229499035,-0.039023523229499035,False,False,,
M2:A1,f4af7fd215ee47aa8b64bac0443d7be8,8,ba7fb622e77447f6aa58ab1fff9ed0cf,0.8754852544675247,0.8442802368316461,0.031205017635878574,0.1490423962328807,0.16735655300793578,-0.018314156775055074,0.018314156775055074,False,False,,
M2:A1,f4af7fd215ee47aa8b64bac0443d7be8,9,5087c0b3f84741178f42d668fbdf506f,0.8558203999128722,0.8322390121338857,0.02358138777898644,0.15421880861961396,0.14401744534619546,0.010201363273418501,-0.010201363273418501,False,False,,
M2:A1,f4af7fd215ee47aa8b64bac0443d7be8,10,13055b928600455db08cf9ae57d8d4c7,0.8706283128300321,0.8454978505673166,0.025130462262715425,0.140234084315703,0.12076216402307122,0.019471920292631784,-0.019471920292631784,False,False,,
M2:A1,f4af7fd215ee47aa8b64bac0443d7be8,12,4abbc508bffb4f9b957a8ad2457db2e2,0.8718437014669614,0.8640281859024018,0.007815515564559616,0.1699580253314244,0.10145060362330639,0.06850742170811801,-0.06850742170811801,False,False,,
M2:A1,f4af7fd215ee47aa8b64bac0443d7be8,13,103914217786464998f1e48a2c20cef0,0.7106759800468723,0.7264741020242952,-0.01579812197742292,0.2951000573741035,0.2453207325295944,0.04977932484450909,-0.04977932484450909,False,False,,
M2:A1,f2d9e6f194ee446eafc7a79fcb32994a,0,ba7fb622e77447f6aa58ab1fff9ed0cf,0.999999999999963,0.999999999999963,0.0,0.0,0.0,0.0,0.0,False,False,,
M2:A1,f2d9e6f194ee446eafc7a79fcb32994a,1,5087c0b3f84741178f42d668fbdf506f,0.9674282779366631,0.9435309802120965,0.023897297724566613,0.025607735775202905,0.05295330664158895,-0.027345570866386042,0.027345570866386042,False,False,,
M2:A1,f2d9e6f194ee446eafc7a79fcb32994a,2,13055b928600455db08cf9ae57d8d4c7,0.9712734680431786,0.9246074188478786,0.04666604919530004,0.020347735241217062,0.07949066925403818,-0.05914293401282111,0.05914293401282111,False,False,,
M2:A1,f2d9e6f194ee446eafc7a79fcb32994a,3,220b431fd37e436f98aa1c868eee5828,0.9735103112773139,0.8973880801428872,0.07612223113442673,0.023956931889028713,0.1284061425273921,-0.10444921063836339,0.10444921063836339,False,False,,
M2:A1,f2d9e6f194ee446eafc7a79fcb32994a,4,4abbc508bffb4f9b957a8ad2457db2e2,0.8726092032601362,0.8757372063429203,-0.0031280030827840477,0.09634298113344113,0.17377217080754878,-0.07742918967410765,0.07742918967410765,False,False,,
M2:A1,f2d9e6f194ee446eafc7a79fcb32994a,6,9f35db3dd17c41e4875c2f54bd71fc29,0.8703875476265451,0.8566392579486204,0.013748289677924741,0.10455578013047571,0.21497566023428832,-0.11041988010381261,0.11041988010381261,False,False,,
M2:A1,f2d9e6f194ee446eafc7a79fcb32994a,7,8da854b2bced46f7a59f39a4d42bbfd2,0.8516603876192302,0.834270028080962,0.017390359538268285,0.11966258135801908,0.2685389490669317,-0.14887636770891263,0.14887636770891263,False,False,,
M2:A1,9e5f09bc19cd473dae219194ada64f3d,0,ab1f5ba71a2f42c89efefcbc6dffcfb7,1.0000000000000537,1.0000000000000537,0.0,0.0,0.0,0.0,0.0,False,False,,
M2:A1,9e5f09bc19cd473dae219194ada64f3d,1,c502570cba9749f7bd89494803a52c02,0.9782439474473632,0.9329133597352912,0.04533058771207199,0.023157105929938308,0.088702307466294,-0.0655452015363557,0.0655452015363557,False,False,,
M2:A1,9e5f09bc19cd473dae219194ada64f3d,2,274b134fb2324486ae253eb6e24f900d,0.957125578910764,0.8591464832780108,0.0979790956327532,0.046254041309995074,0.20003071554767496,-0.15377667423767988,0.15377667423767988,False,False,,
M2:A1,9e5f09bc19cd473dae219194ada64f3d,4,bfbb3ba599ea450181210aa6000bad7f,0.9390440576447237,0.792396006776178,0.1466480508685456,0.06936995114823159,0.30460057804538776,-0.23523062689715618,0.23523062689715618,False,False,,
M2:A1,9e5f09bc19cd473dae219194ada64f3d,8,12c5d6c3dc424561b9192b76b45af6fd,0.8207660234592759,0.6930383879497665,0.12772763550950939,0.14517212321584408,0.41027763768458914,-0.2651055144687451,0.2651055144687451,False,False,,
M2:A1,9e5f09bc19cd473dae219194ada64f3d,9,882819f68f5e4be698694e673c71c6ab,0.8055909462782422,0.6489814539452721,0.15660949233297017,0.15945722988700003,0.5089629642499998,-0.3495057343629997,0.3495057343629997,False,False,,
M2:A1,9e5f09bc19cd473dae219194ada64f3d,10,f6bf5986ca8a49c082c0e4d892de767c,0.7661197117362912,0.6105173721075772,0.15560233962871406,0.24264724766299622,0.5943754830129374,-0.3517282353499412,0.3517282353499412,False,False,,
M2:A1,9e5f09bc19cd473dae219194ada64f3d,12,519f1a02f21d43699ca1ada7ffd38726,0.7564100319336998,0.5974003043673162,0.15900972756638365,0.32954897484780576,0.6499073757175802,-0.3203584008697744,0.3203584008697744,False,False,,
M2:A1,9e5f09bc19cd473dae219194ada64f3d,16,ba7fb622e77447f6aa58ab1fff9ed0cf,0.762735422731917,0.6207691701213048,0.14196625261061213,0.3762507886961635,0.6958983633195599,-0.3196475746233964,0.3196475746233964,False,False,,
M2:A1,9e5f09bc19cd473dae219194ada64f3d,17,5087c0b3f84741178f42d668fbdf506f,0.7374117263336776,0.6020138618758556,0.13539786445782198,0.4129749743450173,0.7520524946656701,-0.33907752032065286,0.33907752032065286,False,False,,
M2:A1,9e5f09bc19cd473dae219194ada64f3d,18,13055b928600455db08cf9ae57d8d4c7,0.7096869726660165,0.5912544324682755,0.11843254019774108,0.4716044878095937,0.7890139656159023,-0.3174094778063086,0.3174094778063086,False,False,,
M2:A1,9e5f09bc19cd473dae219194ada64f3d,20,4abbc508bffb4f9b957a8ad2457db2e2,0.6708806941465073,0.5589801112188356,0.11190058292767169,0.4445807317516779,0.830257422083952,-0.38567669033227414,0.38567669033227414,False,False,,
M2:A1,f5c0c1968ef0486cb3183e521841352f,0,5b954ca864914a37aaaf0879249ace6a,1.0000000000000167,1.0000000000000167,0.0,0.0,0.0,0.0,0.0,False,False,,
M2:A1,f5c0c1968ef0486cb3183e521841352f,1,9e10d5419ffa43ce9f70766b4a5a0292,0.9764344262295243,0.9764344262295243,0.0,0.02299999999999991,0.02299999999999991,0.0,0.0,True,True,,
M2:A1,f5c0c1968ef0486cb3183e521841352f,2,12c5d6c3dc424561b9192b76b45af6fd,0.9534177215190027,0.9534177215190027,0.0,0.04600000000000004,0.04600000000000004,0.0,0.0,True,True,,
M2:A1,f5c0c1968ef0486cb3183e521841352f,4,f6bf5986ca8a49c082c0e4d892de767c,0.9099009900990244,0.9099009900990244,0.0,0.09099999999999997,0.09099999999999997,0.0,0.0,True,True,,
