run_label,protocol,time_mode,tracklet_id,source_tracklet_id,tracklet_key,frame_index,source_frame_index,frame_token,is_initial_frame,full_history,current_timestamp,current_delta_t_real,current_delta_t_effective,delta_t_real,delta_t_effective,history_frame_indices,history_source_frame_indices,valid_history_ratio,num_points_in_search,empty_fallback,forward_ran,previous_prediction_error,gt_displacement_from_previous_gt,iou,center_error,checkpoint_sha256,config_sha256,resolved_config_sha256,version,split,prediction_x,prediction_y,prediction_z,prediction_yaw,ground_truth_x,ground_truth_y,ground_truth_z,ground_truth_yaw,reference_x,reference_y,reference_z,reference_yaw,gt_local_disp_x,gt_local_disp_y,gt_local_disp_z,gt_local_disp_yaw,coarse_motion_x,coarse_motion_y,coarse_motion_z,coarse_motion_yaw,observation_motion_x,observation_motion_y,observation_motion_z,observation_motion_yaw,dynamics_pred_x,dynamics_pred_y,dynamics_pred_z,dynamics_clamped_x,dynamics_clamped_y,dynamics_clamped_z,dynamics_residual_x,dynamics_residual_y,dynamics_residual_z,dynamics_innovation_raw_x,dynamics_innovation_raw_y,dynamics_innovation_raw_z,dynamics_innovation_clamped_x,dynamics_innovation_clamped_y,dynamics_innovation_clamped_z,dynamics_innovation_applied_x,dynamics_innovation_applied_y,dynamics_innovation_applied_z,velocity_pred_x,velocity_pred_y,velocity_pred_z,dynamics_valid,dynamics_residual_alpha,dynamics_residual_scale_effective,dynamics_residual_raw_norm,dynamics_residual_clamped_norm,dynamics_residual_clamp_mask,dynamics_residual_applied,dynamics_innovation_raw_norm,dynamics_innovation_clamped_norm,dynamics_innovation_applied_norm,dynamics_innovation_radius,dynamics_innovation_alpha,dynamics_innovation_scale_effective,dynamics_innovation_clamp_mask,dynamics_innovation_applied_mask,dynamics_innovation_invalid_fallback,dynamics_innovation_valid,physical_time_adapter_norm,physical_time_adapter_scale_effective,obs_num_points_search,obs_soft_fg_count,obs_mean_fg_score,obs_estimated_fg_points,obs_valid_history_ratio,obs_current_delta_t_ratio,obs_dyn_center_gap,path_variance_available,path_a_empty_fallback,path_b_empty_fallback,path_a_pred_x,path_a_pred_y,path_a_pred_z,path_a_pred_yaw,path_b_pred_x,path_b_pred_y,path_b_pred_z,path_b_pred_yaw,path_center_gap,path_yaw_gap,path_anchor_gap_max,path_current_point_gap_max,path_endpoint_seed,active_crop_target_point_count,active_crop_retained_target_points,active_crop_target_point_recall,active_crop_has_target_point,active_crop_center_inside
M2,gap1124_fixed,fixed,0,0,8ce4fe54af77467d90c840465f69677f,0,0,274b134fb2324486ae253eb6e24f900d,True,False,1533151609.9470248,,,,,,,,,False,False,0.0,0.0,1.0000000000000582,0.0,362b3314ad056f289509818606af30fcc43d2331eb9156405ed2727bfe49658f,e0b88ddb61c1fde3289e75ef859b3f4208eb071ba15ee5c1a0eab3db03236d10,46c3989cd283dbd85b62e0a407496aa5f15cb4a9d91b62a857fe554a670da2a6,v1.0-mini,mini_val,674.622,1564.196,1.623,2.480915718658939,674.622,1564.196,1.623,2.480915718658939,674.622,1564.196,1.623,2.480915718658939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
M2,gap1124_fixed,fixed,0,0,8ce4fe54af77467d90c840465f69677f,1,1,a977b0e797694036a9c40ab80f9d0ebc,False,False,1533151610.446899,0.4998741149902344,0.5,"[0.4998741149902344,0.5,0.5]","[0.5,0.5,0.5]","[0,0,0]","[0,0,0]",0.3333333432674408,0.0,True,False,0.0,0.01920937271231659,0.9833062903637779,0.01920937271231659,362b3314ad056f289509818606af30fcc43d2331eb9156405ed2727bfe49658f,e0b88ddb61c1fde3289e75ef859b3f4208eb071ba15ee5c1a0eab3db03236d10,46c3989cd283dbd85b62e0a407496aa5f15cb4a9d91b62a857fe554a670da2a6,v1.0-mini,mini_val,674.622,1564.196,1.623,2.480915718658939,674.635,1564.186,1.613,2.480915718658939,674.622,1564.196,1.623,2.480915718658939,-0.01640101598199158,-8.169919919953925e-05,-0.010000000000000009,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,0,0,,False,True
M2,gap1124_fixed,fixed,0,0,8ce4fe54af77467d90c840465f69677f,2,2,bfbb3ba599ea450181210aa6000bad7f,False,False,1533151610.946785,0.49988603591918945,0.5,"[0.49988603591918945,0.4998741149902344,0.5]","[0.5,0.5,0.5]","[1,0,0]","[1,0,0]",0.6666666865348816,0.0,True,False,0.01920937271231659,0.01974841765813542,0.966242600221573,0.03894868418832327,362b3314ad056f289509818606af30fcc43d2331eb9156405ed2727bfe49658f,e0b88ddb61c1fde3289e75ef859b3f4208eb071ba15ee5c1a0eab3db03236d10,46c3989cd283dbd85b62e0a407496aa5f15cb4a9d91b62a857fe554a670da2a6,v1.0-mini,mini_val,674.622,1564.196,1.623,2.480915718658939,674.648,1564.175,1.603,2.480915718658939,674.622,1564.196,1.623,2.480915718658939,-0.03341568344876024,0.0006261786118941492,-0.020000000000000018,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,0,0,,False,True
M2,gap1124_fixed,fixed,0,0,8ce4fe54af77467d90c840465f69677f,3,4,5b954ca864914a37aaaf0879249ace6a,False,True,1533151611.896734,0.9499490261077881,0.5,"[0.9499490261077881,0.49988603591918945,0.4998741149902344]","[0.5,0.5,0.5]","[2,1,0]","[2,1,0]",1.0,0.0,True,False,0.03894868418832327,0.03841874542455624,0.9348811092979189,0.07736278174934802,362b3314ad056f289509818606af30fcc43d2331eb9156405ed2727bfe49658f,e0b88ddb61c1fde3289e75ef859b3f4208eb071ba15ee5c1a0eab3db03236d10,46c3989cd283dbd85b62e0a407496aa5f15cb4a9d91b62a857fe554a670da2a6,v1.0-mini,mini_val,674.622,1564.196,1.623,2.480915718658939,674.674,1564.155,1.583,2.480915718658939,674.622,1564.196,1.623,2.480915718658939,-0.06621771541265363,0.0004627802135648314,-0.040000000000000036,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,0,0,,False,True
M2,gap1124_fixed,fixed,0,0,8ce4fe54af77467d90c840465f69677f,4,8,f6bf5986ca8a49c082c0e4d892de767c,False,True,1533151613.948222,2.051487922668457,0.5,"[2.051487922668457,0.9499490261077881,0.49988603591918945]","[0.5,0.5,0.5]","[3,2,1]","[4,2,1]",1.0,1.0,True,False,0.07736278174934802,0.0780384520604733,0.8751226479166554,0.15539948519858146,362b3314ad056f289509818606af30fcc43d2331eb9156405ed2727bfe49658f,e0b88ddb61c1fde3289e75ef859b3f4208eb071ba15ee5c1a0eab3db03236d10,46c3989cd283dbd85b62e0a407496aa5f15cb4a9d91b62a857fe554a670da2a6,v1.0-mini,mini_val,674.622,1564.196,1.623,2.480915718658939,674.727,1564.114,1.543,2.480915718658939,674.622,1564.196,1.623,2.480915718658939,-0.13322500783560048,0.0003119089423525822,-0.08000000000000007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,0,0,,False,True
M2,gap1124_fixed,fixed,0,0,8ce4fe54af77467d90c840465f69677f,5,9,69e5c0a974344a2b89e9e351a5b79461,False,True,1533151614.4501638,0.5019419193267822,0.5,"[0.5019419193267822,2.051487922668457,0.9499490261077881]","[0.5,0.5,0.5]","[4,3,2]","[8,4,2]",1.0,1.0,True,False,0.15539948519858146,0.01920937271231659,0.8610614214077082,0.1746081326857042,362b3314ad056f289509818606af30fcc43d2331eb9156405ed2727bfe49658f,e0b88ddb61c1fde3289e75ef859b3f4208eb071ba15ee5c1a0eab3db03236d10,46c3989cd283dbd85b62e0a407496aa5f15cb4a9d91b62a857fe554a670da2a6,v1.0-mini,mini_val,674.622,1564.196,1.623,2.480915718658939,674.74,1564.104,1.533,2.480915718658939,674.622,1564.196,1.623,2.480915718658939,-0.14962602381759207,0.00023020974315304989,-0.09000000000000008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,0,0,,False,True
M2,gap1124_fixed,fixed,0,0,8ce4fe54af77467d90c840465f69677f,6,10,519f1a02f21d43699ca1ada7ffd38726,False,True,1533151614.948536,0.49837207794189453,0.5,"[0.49837207794189453,0.5019419193267822,2.051487922668457]","[0.5,0.5,0.5]","[5,4,3]","[9,8,4]",1.0,3.0,False,True,0.1746081326857042,0.01920937271231659,0.8369798525785174,0.2144277828632849,362b3314ad056f289509818606af30fcc43d2331eb9156405ed2727bfe49658f,e0b88ddb61c1fde3289e75ef859b3f4208eb071ba15ee5c1a0eab3db03236d10,46c3989cd283dbd85b62e0a407496aa5f15cb4a9d91b62a857fe554a670da2a6,v1.0-mini,mini_val,674.6050524848105,1564.2112522679017,1.6246991272568703,2.4804545277199894,674.753,1564.094,1.523,2.480915718658939,674.622,1564.196,1.623,2.480915718658939,-0.16602703979958364,0.0001485105439535037,-0.10000000000000009,0.0,0.07699055969715118,0.026071645319461823,0.01884610205888748,-0.008012987673282623,0.3144218921661377,0.10363852232694626,0.022472066804766655,-0.008012987673282623,-0.0021532047539949417,0.0002160159347113222,0.017637448385357857,,,,,,,-0.3165751099586487,-0.10342250764369965,-0.004834618419408798,-0.3165751099586487,-0.10342250764369965,-0.004834618419408798,-0.2374313324689865,-0.07756687700748444,-0.0036259638145565987,-0.004306409507989883,0.0004320318694226444,0.035274896770715714,1.0,,,,,,,0.3330756425857544,0.3330756425857544,0.2498067319393158,0.75,0.75,1.0,0.0,1.0,0.0,1.0,1.0721819400787354,1.0,3.0,177.3587646484375,0.17320191860198975,0.5196057558059692,1.0,0.9967441558837891,,False,,,,,,,,,,,,,,,,0,0,,False,True
M2,gap1124_fixed,fixed,0,0,8ce4fe54af77467d90c840465f69677f,7,12,ee7d01fd902d4185a54112e1f1210e41,False,True,1533151615.947733,0.9991970062255859,0.5,"[0.9991970062255859,0.49837207794189453,0.5019419193267822]","[0.5,0.5,0.5]","[6,5,4]","[10,9,8]",1.0,2.0,False,True,0.2144277828632849,0.03894868418824738,0.796818534331782,0.2827510598504883,362b3314ad056f289509818606af30fcc43d2331eb9156405ed2727bfe49658f,e0b88ddb61c1fde3289e75ef859b3f4208eb071ba15ee5c1a0eab3db03236d10,46c3989cd283dbd85b62e0a407496aa5f15cb4a9d91b62a857fe554a670da2a6,v1.0-mini,mini_val,674.5807174821555,1564.2314464585452,1.627607081413269,2.4800179684004933,674.779,1564.073,1.503,2.480915718658939,674.6050524848105,1564.2112522679017,1.6246991272568703,2.4804545277199894,-0.22218475984274855,0.0023151920385900936,-0.12169912725687043,0.00046119093894958496,0.04748313128948212,0.02986634522676468,0.006240652874112129,-0.0027376189827919006,0.19976471364498138,0.11829309910535812,-0.02297975681722164,-0.0027376189827919006,-0.0032774005085229874,0.00039076045504771173,0.015980789437890053,,,,,,,-0.20304211974143982,-0.11790233850479126,0.038960546255111694,-0.20304211974143982,-0.11790233850479126,0.038960546255111694,-0.15228158235549927,-0.08842675387859344,0.02922040969133377,-0.006554801017045975,0.0007815209100954235,0.031961578875780106,1.0,,,,,,,0.23800207674503326,0.23800207674503326,0.17850154638290405,0.75,0.75,1.0,0.0,1.0,0.0,1.0,0.8097255825996399,1.0,2.0,1021.0262451171875,0.9970959424972534,1.9941918849945068,1.0,1.9983940124511719,,False,,,,,,,,,,,,,,,,0,0,,False,True
M2,gap1124_fixed,fixed,0,0,8ce4fe54af77467d90c840465f69677f,8,16,13055b928600455db08cf9ae57d8d4c7,False,True,1533151617.947237,1.9995040893554688,0.5,"[1.9995040893554688,0.9991970062255859,0.49837207794189453]","[0.5,0.5,0.5]","[7,6,5]","[12,10,9]",1.0,1.0,False,True,0.2827510598504883,0.07803845206059265,0.7374874777736562,0.3843492320375516,362b3314ad056f289509818606af30fcc43d2331eb9156405ed2727bfe49658f,e0b88ddb61c1fde3289e75ef859b3f4208eb071ba15ee5c1a0eab3db03236d10,46c3989cd283dbd85b62e0a407496aa5f15cb4a9d91b62a857fe554a670da2a6,v1.0-mini,mini_val,674.5615653937047,1564.248263816299,1.629791539490223,2.47956035374023,674.832,1564.032,1.463,2.480915718658939,674.5807174821555,1564.2314464585452,1.627607081413269,2.4800179684004933,-0.32080032855917534,0.002990450943897851,-0.16460708141326894,0.0008977502584457397,0.052394554018974304,0.029294416308403015,0.005756145343184471,-0.0031244680285453796,0.2187679260969162,0.11605755239725113,-0.028985047712922096,-0.0031244680285453796,-0.003063242882490158,0.0003733712655957788,0.017336543649435043,,,,,,,-0.22183117270469666,-0.11568418145179749,0.04632159322500229,-0.22183117270469666,-0.11568418145179749,0.04632159322500229,-0.1663733720779419,-0.08676313608884811,0.03474119305610657,-0.006126485764980316,0.0007467425311915576,0.03467308729887009,1.0,,,,,,,0.25443583726882935,0.25443583726882935,0.19082686305046082,0.75,0.75,1.0,0.0,1.0,0.0,1.0,0.8152303099632263,1.0,1.0,1021.0106811523438,0.9970807433128357,0.9970807433128357,1.0,3.9990081787109375,,False,,,,,,,,,,,,,,,,0,0,,False,True
M2,gap1124_fixed,fixed,0,0,8ce4fe54af77467d90c840465f69677f,9,17,220b431fd37e436f98aa1c868eee5828,False,True,1533151618.447134,0.4998970031738281,0.5,"[0.4998970031738281,1.9995040893554688,0.9991970062255859]","[0.5,0.5,0.5]","[8,7,6]","[16,12,10]",1.0,1.0,False,True,0.3843492320375516,0.01920937271231659,0.718643298190802,0.42176425087276215,362b3314ad056f289509818606af30fcc43d2331eb9156405ed2727bfe49658f,e0b88ddb61c1fde3289e75ef859b3f4208eb071ba15ee5c1a0eab3db03236d10,46c3989cd283dbd85b62e0a407496aa5f15cb4a9d91b62a857fe554a670da2a6,v1.0-mini,mini_val,674.5470603145633,1564.2617842534273,1.630821649312973,2.4792345398507267,674.845,1564.022,1.453,2.480915718658939,674.5615653937047,1564.248263816299,1.629791539490223,2.47956035374023,-0.3626466436957318,0.004231126118721964,-0.17679153949022286,0.0013553649187088013,0.18032711744308472,0.008357316255569458,0.03533898666501045,0.018388934433460236,0.7301909327507019,0.03247126191854477,0.08807913959026337,0.018388934433460236,-0.002960851415991783,0.00031933406717143953,0.01775893196463585,,,,,,,-0.7331517934799194,-0.032151926308870316,-0.07032020390033722,-0.7331517934799194,-0.032151926308870316,-0.07032020390033722,-0.5498638153076172,-0.02411394566297531,-0.052740152925252914,-0.005921702831983566,0.0006386681343428791,0.0355178639292717,1.0,,,,,,,0.7372178435325623,0.7372178435325623,0.5529133677482605,0.75,0.75,1.0,0.0,1.0,0.0,1.0,1.7644141912460327,1.0,1.0,1021.4126586914062,0.9974732995033264,0.9974732995033264,1.0,0.9997940063476562,,False,,,,,,,,,,,,,,,,0,0,,False,True
